o_orderkey,o_custkey,o_totalprice,o_orderdate
30786,478,254998.42,1992-07-17
33666,511,166909.92,1992-07-17
12423,691,99575.52,1992-07-18
24039,833,95607.27,1992-07-18
28103,446,96606.33,1992-07-18
38532,196,166279.03,1992-07-18
7524,424,164994.62,1992-07-19
11745,17,163409.87,1992-07-20
12741,943,160319.37,1992-07-20
14727,221,107607.22,1992-07-20
25825,50,201726.76,1992-07-20
31076,185,19664.13,1992-07-20
34595,1043,262332.01,1992-07-20
36100,604,32413.88,1992-07-20
5408,157,179888.99,1992-07-21
6182,1025,301865.95,1992-07-22
11396,892,89122.8,1992-07-22
16098,263,190574.54,1992-07-22
17091,736,126771.13,1992-07-22
17634,739,113505.21,1992-07-22
20807,493,122893.7,1992-07-22
22465,943,25454.99,1992-07-22
33568,590,118360.06,1992-07-22
15047,544,53803.83,1992-07-23
25252,763,30532.54,1992-07-23
29764,376,109879.93,1992-07-23
37601,739,33499.29,1992-07-23
17218,698,65270.66,1992-07-24
23974,533,189497.81,1992-07-25
32550,464,22941.03,1992-07-25
5254,773,236959.48,1992-07-26
27201,758,163273.8,1992-07-26
30727,745,224255.37,1992-07-26
23174,1043,214364.76,1992-07-27
32903,647,223432.78,1992-07-27
37831,508,258579.88,1992-07-27
39939,295,207254.53,1992-07-27
9318,1025,97959.96,1992-07-28
11684,227,206431.27,1992-07-28
14817,166,125489.62,1992-07-28
21313,322,80814.59,1992-07-28
23812,919,175399.65,1992-07-28
5089,907,150275.63,1992-07-29
11782,298,176235.12,1992-07-29
16161,827,183833.55,1992-07-29
5218,562,118507.97,1992-07-30
5220,67,37417.21,1992-07-30
5699,989,294857.39,1992-07-30
8452,976,242033.07,1992-07-30
20932,469,292152.23,1992-07-30
26310,644,115140.02,1992-07-30
33760,538,33090.15,1992-07-30
36864,224,232100.1,1992-07-30
16352,157,185571.85,1992-07-31
26469,208,114698.35,1992-07-31
27616,922,202050.72,1992-07-31
2562,58,154435.97,1992-08-01
10021,898,67912.44,1992-08-01
11808,613,53902.46,1992-08-01
18983,520,7633.17,1992-08-01
31395,850,56891.72,1992-08-01
2247,664,13906.95,1992-08-02
4838,305,94731.23,1992-08-02
11431,7,246899.41,1992-08-02
13988,37,93097.65,1992-08-02
20167,763,69916.82,1992-08-02
31302,886,269405.11,1992-08-02
15617,205,42495.3,1992-08-03
33445,845,276801.29,1992-08-03
26691,679,201638.31,1992-08-04
37412,610,138514.93,1992-08-04
933,668,94767.82,1992-08-05
1540,100,158119.78,1992-08-05
5415,155,207736.78,1992-08-05
8167,563,125247.14,1992-08-05
10727,347,269643.52,1992-08-05
20992,586,109104.35,1992-08-05
22500,493,92930.96,1992-08-05
33761,503,273554.2,1992-08-05
36803,382,335542.83,1992-08-05
8256,980,197851.57,1992-08-06
16423,140,113541.16,1992-08-06
18849,884,130129.65,1992-08-06
27299,878,181426.36,1992-08-06
30597,499,180117.45,1992-08-06
4133,701,36569.28,1992-08-07
11398,412,245209.08,1992-08-07
17889,1007,99369.15,1992-08-07
28454,400,127497.53,1992-08-07
30311,901,162557.48,1992-08-07
15296,193,77136.72,1992-08-08
25861,619,178093.26,1992-08-08
32327,214,234486.72,1992-08-08
7173,109,30232.06,1992-08-09
13543,553,26524.72,1992-08-09
23776,1015,62294.94,1992-08-09
24166,185,98872.87,1992-08-09
9347,470,169945.06,1992-08-10
18784,911,51571.01,1992-08-10
24257,874,101932.66,1992-08-10
28516,706,74639.67,1992-08-10
38535,449,13415.65,1992-08-10
8293,776,163569.54,1992-08-11
8801,166,235797.87,1992-08-11
23748,601,14207.77,1992-08-11
28738,154,256095.87,1992-08-11
35299,445,196161.62,1992-08-11
38656,46,134256.99,1992-08-11
29376,772,145967.63,1992-08-12
13284,596,131772.82,1992-08-13
19905,241,268523.42,1992-08-13
20002,338,54720.87,1992-08-13
23299,835,20553.26,1992-08-13
27078,763,33014.62,1992-08-13
29347,664,190187.85,1992-08-13
39490,1007,183380.22,1992-08-13
9250,943,77557.48,1992-08-14
10948,469,164021.83,1992-08-14
2500,931,170380.71,1992-08-15
4294,341,323186.06,1992-08-15
9766,164,173921.57,1992-08-15
24608,20,192803.13,1992-08-15
26339,530,92101.53,1992-08-15
5635,481,248755.52,1992-08-16
8454,238,159045.95,1992-08-16
19589,686,109072.14,1992-08-16
11108,830,216786.33,1992-08-17
13601,7,199852.59,1992-08-17
36038,100,93248.28,1992-08-17
39425,310,239395.9,1992-08-17
39877,379,164225.52,1992-08-17
487,755,75402.35,1992-08-18
10311,37,4387.6,1992-08-18
23750,802,68136.42,1992-08-18
38884,350,190793.5,1992-08-18
3907,463,316701.1,1992-08-19
6018,583,33162.45,1992-08-19
23841,163,69409.13,1992-08-19
25571,598,43644.65,1992-08-19
31173,635,198729.87,1992-08-19
31297,611,270254.11,1992-08-19
34982,964,53839.73,1992-08-19
39910,535,255811.58,1992-08-19
20096,955,189637.35,1992-08-20
32230,134,70751.88,1992-08-20
32610,977,285221.91,1992-08-20
1505,247,96089,1992-08-21
4099,113,242197.85,1992-08-21
11875,490,88123.29,1992-08-21
17953,668,198847.29,1992-08-21
36101,563,87960.69,1992-08-21
36294,496,27323.73,1992-08-21
4896,595,147621.86,1992-08-22
25313,86,104127.32,1992-08-22
34148,836,228076.1,1992-08-22
3361,338,79187.78,1992-08-23
17637,755,93293.57,1992-08-23
18978,1036,118514.78,1992-08-23
21990,487,87335.5,1992-08-23
23393,341,178820.36,1992-08-23
24067,521,213398.29,1992-08-23
24418,958,113563.92,1992-08-23
1185,515,57432.03,1992-08-24
8039,166,71596.69,1992-08-24
9415,736,216125.79,1992-08-24
16452,26,165726.11,1992-08-24
17671,604,35776.25,1992-08-24
18628,310,52563.9,1992-08-24
36709,337,264932.53,1992-08-24
33031,428,155139.34,1992-08-25
16101,136,48132.52,1992-08-26
2497,329,189261.2,1992-08-27
20933,451,187898.03,1992-08-27
31460,428,50426.35,1992-08-27
33347,208,123012.31,1992-08-27
1504,13,131875.93,1992-08-28
38949,643,211579.95,1992-08-28
39266,979,75789.26,1992-08-28
674,232,42749.13,1992-08-29
7267,1024,270849.86,1992-08-29
18113,259,194403.8,1992-08-29
23489,1021,66027,1992-08-29
23616,967,146521.3,1992-08-29
28544,212,75353.39,1992-08-29
33094,119,31983.19,1992-08-29
33186,92,212168.9,1992-08-29
13575,245,112957.97,1992-08-30
22084,689,38104.1,1992-08-30
22434,718,322117.05,1992-08-30
31232,898,103773.73,1992-08-30
38178,136,125822.49,1992-08-30
9155,250,114446.78,1992-08-31
14439,367,3583.4,1992-08-31
26981,517,209556.49,1992-08-31
6694,422,106290.91,1992-09-01
16071,49,40558.75,1992-09-01
19109,140,13597.5,1992-09-01
25797,1028,152944.15,1992-09-02
30054,98,169002.84,1992-09-02
37253,70,271424.54,1992-09-02
13345,938,122825.62,1992-09-03
20066,481,287563.66,1992-09-03
20738,397,241174.45,1992-09-03
25666,412,89089.17,1992-09-03
25985,328,132995.68,1992-09-03
33702,230,184226.34,1992-09-03
39808,949,229488.69,1992-09-03
4581,545,97011.82,1992-09-04
12455,205,173334.32,1992-09-04
15781,290,118132.91,1992-09-04
29441,835,181875.3,1992-09-04
2560,916,189843.38,1992-09-05
16231,736,228877.21,1992-09-05
39555,469,183753.46,1992-09-05
2147,692,111805.08,1992-09-06
14695,985,195793.61,1992-09-06
16677,286,219556.11,1992-09-06
22182,572,72739.62,1992-09-06
23649,799,267066,1992-09-06
30660,427,229538.41,1992-09-06
34852,916,139157.17,1992-09-06
36451,451,77044.68,1992-09-06
1991,130,200881.41,1992-09-07
34309,172,33328.77,1992-09-07
29536,346,227978.27,1992-09-08
18661,997,17840.62,1992-09-09
36743,796,120159.2,1992-09-09
11874,337,284866,1992-09-10
17959,28,113063.71,1992-09-10
27552,703,81749.15,1992-09-10
31744,271,245538.98,1992-09-10
32804,419,110524.95,1992-09-10
7552,574,98100.9,1992-09-11
9319,616,81319.35,1992-09-11
11362,730,175766.98,1992-09-11
12033,233,221727.2,1992-09-12
19653,506,227213.33,1992-09-12
4578,625,106746.32,1992-09-13
27302,488,117919.27,1992-09-13
37351,37,15548.99,1992-09-13
2146,823,218003.07,1992-09-14
4996,931,116780.82,1992-09-14
32000,343,119603.48,1992-09-14
36130,226,178056.72,1992-09-14
36901,877,138543.01,1992-09-14
21284,785,74127.42,1992-09-15
25856,796,243118.14,1992-09-15
26021,595,78250.79,1992-09-15
39045,259,179420.1,1992-09-15
3333,640,271092.88,1992-09-16
12064,28,130239.33,1992-09-16
24263,1021,51685.63,1992-09-16
31874,944,48232.51,1992-09-16
32640,1021,233271.17,1992-09-16
3810,697,164150.78,1992-09-17
4897,560,177025.49,1992-09-17
27841,394,271148.67,1992-09-17
31684,716,221942.26,1992-09-17
32994,565,137551.88,1992-09-17
1159,479,90263.11,1992-09-18
24261,127,34663.31,1992-09-18
37156,592,47420.28,1992-09-18
2885,43,166677.08,1992-09-19
33479,94,263959.6,1992-09-19
1956,881,130769.52,1992-09-20
12096,703,226990.85,1992-09-20
17157,241,48835.05,1992-09-20
19680,391,171578.16,1992-09-20
20354,322,251366.52,1992-09-20
29537,556,244478.71,1992-09-20
33729,415,184148.29,1992-09-20
1506,1024,275728.4,1992-09-21
17799,301,88741.54,1992-09-21
33893,634,190725.29,1992-09-21
38723,52,183881.42,1992-09-21
39783,1040,122665.87,1992-09-21
25123,769,44873.15,1992-09-22
34624,443,50630.79,1992-09-22
36229,532,231310.71,1992-09-22
3556,104,174998.19,1992-09-23
20613,304,13865.18,1992-09-23
25443,748,101074.81,1992-09-23
30913,511,287026.16,1992-09-23
33249,442,185718.38,1992-09-23
37158,239,224585.16,1992-09-23
17187,230,204646.49,1992-09-24
19361,952,250685.51,1992-09-24
22055,775,86560.54,1992-09-24
11650,467,173138.22,1992-09-25
13984,281,205832.6,1992-09-25
17925,920,25497.35,1992-09-25
19425,865,159954.58,1992-09-25
23648,608,229165.44,1992-09-25
28546,1015,132106.96,1992-09-25
35554,881,82859.04,1992-09-25
19783,881,156999.52,1992-09-26
21792,217,29713.22,1992-09-26
22979,1033,75206.36,1992-09-26
30919,413,188560.46,1992-09-26
32514,1010,72683.36,1992-09-26
39972,302,133659.73,1992-09-26
3015,712,131575.03,1992-09-27
15043,680,191234.26,1992-09-28
22690,673,173534.35,1992-09-28
28039,284,98311.04,1992-09-28
30720,724,180207.63,1992-09-28
1250,251,12993.48,1992-09-29
34406,466,224388.89,1992-09-29
38436,703,131424.98,1992-09-29
16518,523,128284.93,1992-09-30
22759,433,50598.05,1992-09-30
23876,508,88320.14,1992-09-30
26657,59,107767.87,1992-09-30
27398,127,165669.38,1992-09-30
36998,577,151561.92,1992-09-30
8678,208,150863.54,1992-10-01
18374,1010,171874.7,1992-10-01
18592,476,175557.95,1992-10-01
27300,892,205182.85,1992-10-01
39654,914,101377.84,1992-10-01
293,211,48211.96,1992-10-02
929,580,153480.24,1992-10-02
6150,622,227285.19,1992-10-02
10976,481,176524.75,1992-10-02
19778,128,191667.24,1992-10-02
20579,214,80050.72,1992-10-02
22980,766,128049.99,1992-10-02
2145,934,24539.52,1992-10-03
4261,823,98804.44,1992-10-03
6595,617,36871.96,1992-10-03
18596,598,227111.64,1992-10-03
25476,286,51822.11,1992-10-03
20131,1025,81691.35,1992-10-04
31266,34,115416.56,1992-10-04
34627,541,146360.59,1992-10-04
5697,379,124167.87,1992-10-05
15651,1040,79149.2,1992-10-05
28740,655,133841.65,1992-10-05
3655,341,97857.05,1992-10-06
29991,656,228555.03,1992-10-06
33058,416,19668.97,1992-10-06
38336,355,130594.02,1992-10-06
4067,101,205613.99,1992-10-07
15207,73,102460.67,1992-10-07
16709,559,133758.78,1992-10-07
18823,871,39546.38,1992-10-07
33444,863,198197.97,1992-10-07
39778,898,43871.98,1992-10-07
481,214,152122.56,1992-10-08
5062,418,116832.69,1992-10-08
8677,334,38679.23,1992-10-08
9509,26,180519.99,1992-10-08
33664,772,17895.79,1992-10-08
3232,568,83982.82,1992-10-09
11974,955,75986.75,1992-10-09
32740,895,64648.1,1992-10-09
33731,976,224560.95,1992-10-09
34241,697,103851.24,1992-10-09
2566,599,95950.22,1992-10-10
10471,184,297908.96,1992-10-10
12774,776,57944.7,1992-10-10
13376,1021,264081.88,1992-10-10
28929,355,126032.37,1992-10-10
21058,617,70194.81,1992-10-11
32356,280,194684.88,1992-10-11
5126,784,131371.93,1992-10-12
9473,16,233881.27,1992-10-12
6500,541,104535.5,1992-10-13
9765,808,66255.22,1992-10-13
36390,25,189618.76,1992-10-13
2625,268,44352.99,1992-10-14
22080,142,105193.22,1992-10-14
1447,631,138736.23,1992-10-15
20609,419,69755.95,1992-10-15
25473,520,86458.27,1992-10-15
26753,586,89822.51,1992-10-15
32165,793,163883.34,1992-10-15
15715,722,219933.41,1992-10-16
21665,865,83302.35,1992-10-16
25152,616,157878.48,1992-10-16
34626,280,192975.3,1992-10-16
11681,601,220818.2,1992-10-17
14630,194,129137.7,1992-10-17
26084,1042,75357.52,1992-10-17
34372,976,57691.23,1992-10-17
36034,568,44942.92,1992-10-17
20768,766,113019.73,1992-10-18
34182,46,71329.81,1992-10-18
35713,406,9191.47,1992-10-18
8231,632,148983.05,1992-10-19
12356,460,141006.45,1992-10-19
13766,971,38456.16,1992-10-19
19782,101,151897.39,1992-10-19
30401,649,22828.18,1992-10-19
33924,682,184860.43,1992-10-19
35298,946,71716.3,1992-10-19
7008,946,48088.46,1992-10-20
16930,913,38326.87,1992-10-20
19777,884,106444.52,1992-10-20
27750,689,136315.31,1992-10-20
31782,631,56479.06,1992-10-20
33477,935,109650.73,1992-10-20
164,7,263774.45,1992-10-21
612,571,182630.62,1992-10-21
9408,128,8073.95,1992-10-21
27780,299,89445.06,1992-10-21
2275,1039,48826.92,1992-10-22
8065,799,172400.11,1992-10-22
11168,1009,101776.31,1992-10-22
30788,685,186223.47,1992-10-22
2019,940,49894.75,1992-10-23
7872,607,124175.91,1992-10-23
13316,922,41465.57,1992-10-23
18407,641,38772.72,1992-10-23
31845,106,55575.21,1992-10-23
2630,589,138248.32,1992-10-24
3559,739,47433.07,1992-10-24
14372,367,132105.91,1992-10-24
17798,1003,158298.02,1992-10-24
35712,467,167310.24,1992-10-24
2308,169,87224.14,1992-10-25
5378,289,117681.11,1992-10-25
20001,442,59744.35,1992-10-25
30177,196,11688.41,1992-10-25
30976,37,43884.71,1992-10-25
33281,848,52299.59,1992-10-25
3521,49,163888.15,1992-10-26
17831,796,187003.83,1992-10-26
8038,704,124598.12,1992-10-27
16197,751,161530.78,1992-10-27
32871,637,173123.35,1992-10-27
39269,748,146287.53,1992-10-27
1345,661,132241.51,1992-10-28
11811,370,12661.25,1992-10-28
16132,469,62281.06,1992-10-28
17700,307,163244.99,1992-10-28
18918,307,57977.93,1992-10-28
19141,760,24396.48,1992-10-28
22948,55,174426.72,1992-10-28
23395,874,78922.02,1992-10-28
24711,538,197383.85,1992-10-28
35815,427,90469.48,1992-10-28
5315,971,61000.94,1992-10-29
8289,659,167079.61,1992-10-29
9861,1034,75432.92,1992-10-29
21634,410,137446.59,1992-10-29
23428,617,263071.55,1992-10-29
25093,485,131556.59,1992-10-29
38912,664,237327.85,1992-10-29
3014,202,242051.23,1992-10-30
16864,197,50858.19,1992-10-30
18531,257,77709.76,1992-10-30
26116,472,236765.46,1992-10-30
28864,341,66109.46,1992-10-30
33509,571,38789.52,1992-10-30
15872,133,115075.25,1992-10-31
17061,710,100096.1,1992-10-31
17510,628,10785.24,1992-10-31
26306,646,258623.02,1992-10-31
30499,866,152786.96,1992-10-31
39142,805,137087.09,1992-10-31
3074,460,128232.76,1992-11-01
9350,103,195238.04,1992-11-01
23585,95,184688.73,1992-11-01
37185,646,227378.29,1992-11-01
19586,337,4527.56,1992-11-02
28231,979,126535.25,1992-11-02
30562,848,20256.91,1992-11-02
32231,818,290009.19,1992-11-02
32325,842,173516.65,1992-11-02
35456,1031,225895.72,1992-11-02
37287,1019,155250.87,1992-11-02
3297,970,17165.58,1992-11-03
28385,364,79146.29,1992-11-03
5890,340,68533.19,1992-11-04
21059,376,39868.8,1992-11-04
34022,13,221178.58,1992-11-04
34560,145,166903.13,1992-11-04
18565,970,53255.99,1992-11-05
19143,259,107215.42,1992-11-05
21954,466,51572.28,1992-11-05
23491,661,156139.11,1992-11-05
37798,748,115423.98,1992-11-05
6563,739,128641.03,1992-11-06
20032,460,135612.7,1992-11-06
34851,406,58211.21,1992-11-06
36163,127,20749.32,1992-11-06
10951,811,186302.62,1992-11-07
15174,13,49975.6,1992-11-07
15937,143,70277,1992-11-07
25249,703,96362.82,1992-11-07
29927,646,158389.56,1992-11-08
31681,755,27718.11,1992-11-08
3557,835,116637.41,1992-11-09
20292,535,322791.9,1992-11-09
27617,157,116790.9,1992-11-09
2176,724,102011.82,1992-11-10
21827,665,73209.88,1992-11-10
23847,565,28394.37,1992-11-10
39364,745,211548.88,1992-11-10
4864,605,198230.52,1992-11-11
9602,1037,152680.68,1992-11-11
22819,847,172947.82,1992-11-11
23460,799,97667.43,1992-11-11
25446,418,91850.43,1992-11-11
16068,407,50086.06,1992-11-12
17954,778,62214.31,1992-11-12
23137,670,45525.83,1992-11-12
27235,859,142127.99,1992-11-12
31552,829,171325.97,1992-11-12
5029,73,19720.22,1992-11-14
19936,562,164195.43,1992-11-14
21440,964,211024.5,1992-11-14
21191,685,138674.68,1992-11-15
13346,709,255348.88,1992-11-16
24801,797,64161.26,1992-11-16
31456,604,62011.1,1992-11-16
14663,415,63470.28,1992-11-17
33156,490,215628.35,1992-11-17
35938,35,179546.23,1992-11-18
129,499,242704.49,1992-11-19
3328,46,222597.84,1992-11-19
21056,244,64101.69,1992-11-19
24579,614,196643.98,1992-11-19
1187,937,117919.69,1992-11-20
3776,592,220467.01,1992-11-20
9029,848,76921.65,1992-11-20
16134,370,184681.64,1992-11-20
31042,982,96228.6,1992-11-20
34659,31,158386.91,1992-11-20
1796,325,36315.86,1992-11-21
6913,245,122926.2,1992-11-21
13158,94,177354.79,1992-11-21
19873,733,80590.02,1992-11-21
18725,4,102485.75,1992-11-22
22817,808,143196.07,1992-11-22
16775,157,157434.86,1992-11-23
17633,289,269237.75,1992-11-23
20676,607,272620.17,1992-11-23
30178,118,59055.49,1992-11-23
36160,592,64048.38,1992-11-23
8800,883,12217.15,1992-11-24
12385,575,78786.1,1992-11-24
29892,917,233543.16,1992-11-24
31270,616,260656.67,1992-11-24
34594,886,7333.54,1992-11-24
33637,215,155488.08,1992-11-25
34976,583,253776.23,1992-11-25
37697,877,9795.69,1992-11-25
37765,313,257013.75,1992-11-25
9504,515,172594.21,1992-11-26
12260,346,156775.63,1992-11-26
26055,427,137892.38,1992-11-26
2726,40,47965,1992-11-27
6529,379,172822.12,1992-11-27
11143,68,127886.71,1992-11-27
23777,211,105085.26,1992-11-27
25377,796,11435.19,1992-11-27
866,269,8514.37,1992-11-28
13732,424,126451.68,1992-11-28
16551,88,241277.6,1992-11-28
23618,61,36910.11,1992-11-28
22432,1019,172445.06,1992-11-29
23713,304,132599.46,1992-11-29
28934,455,177489.5,1992-11-29
29282,943,288804.76,1992-11-29
11137,469,183680.27,1992-11-30
614,934,271837.45,1992-12-01
18368,118,73143.76,1992-12-01
14435,188,177781.44,1992-12-02
5954,187,221215.89,1992-12-03
10438,500,152216,1992-12-03
12837,413,103824.28,1992-12-03
13570,1027,233663.26,1992-12-03
35590,881,181274.57,1992-12-03
36231,586,113026.06,1992-12-03
4288,238,117508.76,1992-12-04
21505,56,255118.92,1992-12-04
24451,19,67682.87,1992-12-04
1571,719,209899.12,1992-12-05
13031,4,223229.62,1992-12-05
15712,22,205877.28,1992-12-05
16867,785,73673.71,1992-12-05
18467,598,10848.69,1992-12-05
24708,514,31393.84,1992-12-05
23745,946,206439.52,1992-12-06
28261,616,88737.14,1992-12-06
931,721,135583.46,1992-12-07
1216,854,96808.19,1992-12-07
16295,539,19983.89,1992-12-07
21729,7,308247.24,1992-12-07
20450,52,92541.08,1992-12-08
22752,926,290837.36,1992-12-08
25216,23,56777.39,1992-12-08
31489,908,144173.82,1992-12-08
34373,400,155848.42,1992-12-09
3680,887,139239.11,1992-12-10
21344,346,93155.3,1992-12-10
32449,278,139646.19,1992-12-10
34723,362,203156.85,1992-12-10
37063,1010,80147.35,1992-12-10
10982,518,209897.74,1992-12-11
26919,925,273873.87,1992-12-11
30790,580,285375.26,1992-12-11
35011,565,38713.09,1992-12-11
6339,809,117978.74,1992-12-12
23555,1030,310412.9,1992-12-12
24576,115,144418.13,1992-12-12
34532,1027,145860.85,1992-12-12
23942,619,27147.25,1992-12-13
26369,845,23802.85,1992-12-13
29732,85,146821.28,1992-12-13
4771,659,55417.02,1992-12-14
11552,995,50814.61,1992-12-15
32102,850,112088.31,1992-12-15
388,313,176716.31,1992-12-16
7427,52,261493.26,1992-12-16
16935,656,141756.05,1992-12-16
38660,278,37280.39,1992-12-16
2594,544,117669.8,1992-12-17
17126,287,67411.81,1992-12-17
18851,856,175201.65,1992-12-17
33570,899,188609.5,1992-12-17
38848,475,11044.37,1992-12-17
15461,511,57686.97,1992-12-18
39399,319,113001.48,1992-12-18
5571,715,103088.97,1992-12-19
12256,373,168834.47,1992-12-19
19745,268,242846.48,1992-12-19
26661,814,123414.95,1992-12-20
28224,40,201270.15,1992-12-20
4163,439,13935.39,1992-12-21
8803,616,179988.52,1992-12-21
17894,526,57958.3,1992-12-21
31970,139,125806.67,1992-12-21
6117,118,183185.22,1992-12-22
10341,893,207762.33,1992-12-22
23619,1012,151828.22,1992-12-22
35301,262,96328.72,1992-12-22
7588,1012,109008.53,1992-12-23
21220,211,244051.96,1992-12-23
3202,607,55950.68,1992-12-24
7751,503,94090.49,1992-12-24
25126,634,278155.2,1992-12-24
27329,224,118436.01,1992-12-24
38816,778,176175,1992-12-24
7750,994,104902.82,1992-12-25
16005,601,343766.18,1992-12-25
34400,278,171332.2,1992-12-25
3204,62,43678.87,1992-12-26
9605,854,77218.63,1992-12-26
10466,430,154300.17,1992-12-26
12129,292,98335.48,1992-12-26
19394,805,170227.05,1992-12-26
30469,613,56693.2,1992-12-26
1735,145,136709.56,1992-12-27
16772,550,166015.96,1992-12-27
1573,1036,103674.47,1992-12-28
26502,974,62275.53,1992-12-28
26726,251,178662.13,1992-12-28
28611,305,123093.68,1992-12-28
29505,19,229572.74,1992-12-28
30628,457,164282.59,1992-12-28
4706,167,135698.66,1992-12-29
5891,316,56395.99,1992-12-29
28453,511,23970.08,1992-12-29
6370,844,50678.43,1992-12-30
9764,880,85479.01,1992-12-30
13507,646,157620.93,1992-12-30
29216,928,143398.96,1992-12-30
29220,851,62294.9,1992-12-30
